keyword_text,match_type,clicks,impressions,conversions,cost_eur,conversion_value,quality_score
hiking shoes,phrase,153,4100,11,229.15,5300.56,5
shoe  reviews,exact,55,746,4,183.37,345.8,9
shoe sizes,exact,93,677,8,-324.32,1105.15,8
brand shoes,phrase,169,2888,9,310.05,2364.98,8
yoga shoes,exact,47,816,3,148.73,797.68,9
online shoes,exact,179,1570,3,744.45,817.11,10
shoe reviews,exact,26,483,1,65.83,248.97,9
shoe models,exact,113,1092,4,553.96,659.58,10
crossfit  shoes,phrase,50,950,4,97.89,219.36,8
REEBOK NANO,phrase,150,3257,14,301.97,3744.96,7
trail running shoes,phrase,202,3752,2,829.31,180.63,8
training shoes,exact,267,1811,15,709.94,5803.67,10
puma running,exact,49,722,4,128.28,1206.9,9
adidas ultraboost,phrase,152,3341,7,210.79,667.1,5
reebok nano,phrase,35,1154,	2	,80.74,427.41,6
walking shoes,broad,200,5293,12,835.25,3503.97,3
tennis shoes,broad,106,4918,3,452.0,389.13,4
shoe sale,exact,23,205,0,91.09,0.0,9
shoe promotion,broad,233,9420,2,505.87,846.98,5
shoe colors,phrase,293,3757,11,1048.1,1335.67,7
shoe clearance,phrase,138,3224,10,329.69,4001.9,6
narrow shoes,broad,48,1508,3,196.66,865.9,6
gym shoes,phrase,123,3999,5,200.41,2094.9,8
leather shoes,broad,30,1415,2,41.26,377.06,5
adidas ultraboost,phrase,289,4832,6,326.55,1675.06,6
adidas ultraboost,phrase,64,921,74,74.91,565.65,5
wide fit shoes,exact,87,956,3,229.91,588.02,9
walking shoes,exact,177,1298,16,189.83,864.14,10
shoe colors,broad,56,9193,4,225.82,1554.45,5
reebok nano,broad,105,4001,6,413.41,1091.03,4
online shoes,broad,91,2446,4,204.48,1705.48,6
shoe outlet,phrase,164,2370,6,562.73,1474.7,6
kids shoes,phrase,65,1089,3,169.37,678.94,6
puma running,exact,198,1563,3,316.83,560.47,7
puma running,exact,108,1094,10,136.67,3793.14,8
affordable shoes,phrase,190,3842,16,525.84,3285.87,6
marathon shoes,broad,45,7922,2,160.21,145.13,5
trail running shoes,broad,15,2000,0,54.69,0.0,6
narrow shoes,exact,117,1222,5,168.31,831.46,10
shoe sale,phrase,173,4293,3,852.29,160.22,8
casual shoes,broad,63,7989,1,146.62,410.67,6
women sports shoes,exact,38,694,1,91.27,347.1,8
running shoes,broad,47,4079,2,31.79,694.62,5
shoe reviews,broad,241,9071,8,626.85,536.51,5
shoe models,phrase,999999,2882,5,241.22,2015.93,7
discount shoes,phrase,240,3376,4,294.29,1146.65,8
luxury shoes,phrase,43,N/A,2,60.53,939.07,6
shoe colors,exact,177,1446,14,696.14,4536.46,9
shoe colors,broad,152,6309,8,541.52,3496.85,0
shoe reviews,broad,112,7382,2,505.77,619.36,6
puma running,exact,19,187,0,61.96,0.0,8
summer sandals,broad,57,5960,;1;,208.38,385.75,4
shoe reviews,phrase,47,641,2,27.68,106.34,8
shoe models,phrase,53,1129,2,71.38,344.57,5
wide fit shoes,phrase,110,2519,2,206.47,516.9,7
gym shoes,exact,68,531,4,161.9,1973.88,10
shoe outlet,broad,139,7724,7,201.4,2323.1,5
soccer shoes,broad,51,3354,1,56.69,252.2,3
discount shoes,phrase,283,4989,7,475.59,867.19,8
shoe promotion,broad,237,6114,5,686.78,388.5,6
converse all star,phrase,119,2637,10,322.14,2253.6,5
vans sneakers,phrase,85,3640,5,178.21,1367.62,6
reebok nano,broad,52,4963,4,200.66,1535.61,5
tennis shoes,exact,88,629,6,60.64,2567.19,7
shoe ratings,exact,35,374,2,99.66,800.64,9
shoe shop,exact,49,329,0,163.52,0.0,9
gym shoes,exact,102,740,6,9999999.99,1045.32,7
winter boots,exact,153,1038,12,480.34,1284.46,9
shoe discount,broad,136,4122,6,274.45,2501.13,5
online shoes,broad,164,6695,10,506.12,2492.95,3
shoe brands,phrase,140,4512,7,243.32,1408.49,6
MEN SHOES,broad,256,6615,16,578.59,3819.27,3
shoe ratings,broad,113,3224,7,492.62,391.85,6
reebok nano,phrase,13,684,0,62.09,0.0,7
shoe colors,broad,58,3657,3,231.03,1456.37,4
online shoes,phrase,227,4239,6,804.86,791.58,8
online shoes,exact,172,1255,13,497.14,5301.07,7
crossfit shoes,exact,36,247,3,166.99,1101.65,7
converse all star,phrase,51,975,2,46.73,161.41,8
adidas ultraboost,exact,18,168,0,17.38,0.0,7
shoe discount,exact,114,1426,11,283.77,4161.29,8
affordable shoes,exact,109,877,4,143.85,1519.12,8
hiking shoes,broad,42,7250,2,68.85,105.38,3
trail running shoes,exact,271,1919,6,692.4,1963.44,9
shoe shop,phrase,131,2057,1,112.47,107.7,6
shoe reviews,phrase,172,2175,9,806.39,2784.13,5
shoe clearance,broad,30,2317,0,57.45,0.0,5
work shoes,exact,145,1064,6,174.0,1385.16,8
casual shoes,exact,12,182,0,26.62,0.0,7
shoe models,exact,152,1724,3,172.26,854.48,9
shoe outlet,phrase,134,2436,2,151.7,481.52,7
casual shoes,phrase,146,3400,8,515.56,604.43,5
converse all star,broad,32,-4668,2,97.82,969.81,3
shoe comparison,phrase,212,4132,7,1045.93,2959.53,7
women sports shoes,broad,39,2708,2,28.7,718.53,6
summer sandals,phrase,80,2750,2,180.08,476.44,5
trail running shoes,exact,92,1192,8,415.02,870.65,7
reebok nano,phrase,270,4313,15,1019.26,7024.45,5
waterproof shoes,phrase,262,3468,3,771.65,502.27,7
online shoes,broad,98,3279,8,139.24,405.6,3
tennis shoes,broad,210,6898,13,367.6,1201.05,6
vans sneakers,phrase,3358,2358,1,109.75,76.9,5
men shoes,exact,42,369,3,161.55,835.26,10
shoe store,phrase,175,2485,9,307.45,1988.5,8
shoe store,broad,159,5749,6,381.98,830.36,6
wide fit shoes,exact,123,838,4,418.8,1610.04,9
summer sandals,broad,50,5806,2,128.78,826.25,3
adidas ultraboost,phrase,97,1457,8,345.6,3994.82,5
marathon shoes,broad,54,2249,1,182.82,368.32,5
tennis shoes,broad,225,6373,14,659.57,1397.31,5
shoe models,broad,95,3248,9,308.96,3485.76,6
shoe sale,phrase,190,3103,4,934.94,1248.94,5
shoe ratings,broad,124,5420,10,491.6,1466.52,6
women sports shoes,exact,144,1136,3,193.95,910.49,8
women sports shoes,exact,202,1762,8,638.69,2788.5,8
soccer shoes,phrase,260,4825,6,597.83,2732.68,5
luxury shoes,phrase,128,4882,9,335.38,2628.53,7
kids shoes,broad,87,4542,7,316.18,505.24,4
trail running shoes,exact,213,1446,14,231.19,5008.47,9
shoe  promotion,exact,54,663,1,108.32,234.16,9
narrow shoes,phrase,134,4458,10,485.56,3393.13,8
wide fit shoes,phrase,251,4366,7,488.87,2681.69,7
formal shoes,phrase,213,3408,13,750.66,1466.92,6
kids  shoes,phrase,87,1533,5,"428,92",1814.33,7
shoe ratings,phrase,135,1976,9,115.53,2194.27,7
gym shoes,broad,129,9312,6,177.91,1902.62,3
shoe ratings,phrase,321,4033,21,1529.38,8295.91,6
men shoes,phrase,98,1393,8,94.5,3538.67,7
shoe brands,phrase,74,2140,3,210.64,591.47,5
trail running shoes,exact,110,1345,1,268.19,238.92,9
adidas ultraboost,phrase,102,4336,5,133.53,2324.21,7
shoe reviews,phrase,251,4111,18,881.96,1471.03,8
online shoes,broad,297,9178,24,174.67,8761.94,6
affordable shoes,broad,214,5944,14,527.85,2078.94,5
luxury  shoes,exact,47,866,1,154.33,338.91,7
affordable shoes,broad,39,1983,1,121.22,423.94,4
shoe brands,broad,268,6798,3,1003.1,"646,87",3
shoe sizes,phrase,39,1091,2,96.07,133.53,6
waterproof shoes,exact,199,1453,6,267.84,2097.6,10
shoe comparison,exact,241,1776,21,454.4,5061.68,7
shoe clearance,exact,17,196,0,61.12,0.0,7
trail running shoes,phrase,255,3734,4,392.13,"
1213.4
",5
kids shoes,phrase,101,2076,2,94.05,229.82,N/A
walking shoes,exact,189,1559,15,586.93,6168.14,9
training shoes,exact,82,1522,3,285.97,639.42,7
training shoes,exact,163,1339,6,361.14,2861.01,7
wide fit shoes,broad,133,4081,5,385.77,413.11,6
discount shoes,phrase,141,3896,4,553.64,1576.77,5
online shoes,exact,108,1938,9,231.2,2386.04,7
walking  shoes,broad,32,5148,2,106.37,116.78,3
wide fit shoes,broad,121,5156,10,591.96,3961.45,5
converse all star,phrase,44,645,4,53.38,606.06,8
shoe clearance,phrase,109,2106,8,473.57,1633.67,6
shoe buying guide,phrase,42,603,3,191.83,683.68,8
leather shoes,phrase,94,2268,1,285.39,106.56,5
women sports shoes,broad,290,7765,3,436.51,358.98,5
discount shoes,exact,246,1898,22,874.99,2574.06,9
brand shoes,broad,115,3606,4,534.19,720.73,5
wide fit shoes,phrase,N/A,617,1,64.29,82.42,5
shoe outlet,phrase,109,1676,2,225.43,495.02,5
trail running shoes,phrase,147,2309,5,701.27,534.7,7
formal shoes,phrase,117,2364,5,309.56,1642.07,7
winter boots,phrase,102,1408,4,290.43,675.38,6
 wide fit shoes ,phrase,35,871,0,54.87,0.0,6
trail running shoes,exact,118,1278,-8,338.08,1832.02,10
men shoes,phrase,237,4869,7,176.26,1184.67,"7,00"
puma running,broad,88,9923,7,338.54,1878.66,6
winter boots,exact,49,376,0,164.46,0.0,10
men shoes,phrase,317,4823,25,830.55,1452.97,7
climbing shoes,exact,165,1601,5,290.77,1549.53,8
waterproof shoes,broad,118,3512,9,169.9,2409.13,4
shoe sale,broad,22,3122,1,32.9,340.6,4
narrow shoes,exact,63,1189,3,67.06,N/A,8
leather shoes,phrase,173,2224,10,448.73,2563.68,7
nike air max,phrase,255,4596,14,716.97,6589.56,5
waterproof shoes,phrase,27,775,2,118.9,295.54,8
shoe store,phrase,27,949,1,49.05,94.78,5
hiking shoes,exact,,1108,6,122.28,2548.38,7
tennis shoes,broad,123,4529,4,147.4,1382.02,3
shoe reviews,phrase,237,4222,2,523.5,914.05,7
yoga shoes,broad,30,5944,1,114.2,390.49,4
winter boots,phrase,42,811,3,208.0,1100.02,424.5
adidas ultraboost,broad,169,6970,13,627.55,3803.41,6
reebok nano,broad,137,5063,7,447.23,2442.15,5
puma running,broad,57,4920,2,35.35,200.63,4
shoe colors,exact,82,850,6,154.2,459.79,9
adidas ultraboost,phrase,376,4899,5,885.68,1083.22,8
tennis shoes,broad,139,5446,4,425.51,1698.22,"6,00"
shoe clearance,phrase,76,2905,4,362.85,1097.43,5
reebok nano,exact,119,893,10,534.69,1602.38,10
reebok nano,broad,31,1917,0,63.47,0.0,4
formal shoes,phrase,195,3614,3,108.9,1342.3,7
shoe reviews,exact,57,386,4,32.27,1965.54,9
kids shoes,exact,94,686,6,237.34,818.0,10
shoe colors,exact,42,805,3,87.0,563.05,8
online shoes,exact,61,581,5,302.31,2289.18,7
shoe sizes,phrase,51,2460,3,202.39,902.6,8
online shoes,broad,151,"
4522
",10,578.55,1215.6,4
reebok nano,broad,141,8668,6,266.38,2732.05,4
adidas ultraboost,exact,23,431,1,91.79,65.09,8
work shoes,broad,245,8733,9,642.26,3546.16,6
CONVERSE ALL STAR,exact,73,929,2,172.42,807.15,8
skechers memory foam,exact,24,@212@,1,99.82,241.64,8
narrow shoes,phrase,78,1168,4,363.47,252.17,5
tennis shoes,broad,108,5390,9,74.8,2999.15,3
women sports shoes,exact,54,999999,4,142.31,1141.09,7
converse all star,broad,133,4879,10,337.43,4553.48,3
vans sneakers,phrase,71,1564,4,282.01,1586.61,7
nike air max,phrase,80,3824,3,78.71,844.54,7
formal shoes,broad,288,8245,9,988.42,3017.51,4
luxury shoes,phrase,261,4738,3,796.62,780.76,5
discount shoes,broad,22,2141,0,  103.97  ,0.0,4
shoe promotion,exact,139,1882,5,491.3,2054.82,7
affordable shoes,broad,232,6229,3,374.39,277.88,4
basketball shoes,phrase,96,3497,2,457.83,633.13,8
wide fit shoes,phrase,63,1209,1,204.31,229.26,8
wide fit shoes,exact,79,1527,1,217.81,77.73,10
formal shoes,exact,25,179,0,108.91,0.0,10
basketball shoes,phrase,181,3508,10,708.19,1871.04,6
yoga shoes,phrase,262,3871,3,1052.25,363.11,6
shoe store,broad,199,5608,5,478.91,1326.73,3
affordable shoes,exact,21,216,0,36.06,0.0,10
yoga shoes,broad,236,8684,15,838.04,5291.39,6
wide fit shoes,exact,67,457,3,265.52,1309.95,7
crossfit  shoes,exact,39,658,1,141.54,295.49,10
soccer shoes,phrase,161,2399,12,542.72,1890.22,6
shoe buying guide,exact,121,1848,2,327.0,214.83,10
puma running,broad,89,5443,1,232.76,348.53,4
vans sneakers,exact,24,195,0,85.55,0.0,7
casual shoes,exact,98,724,2,300.45,899.68,7
converse all star,phrase,102,1497,1,204.59,230.92,5
shoe reviews,phrase,237,3674,18,129.2,5875.02,  7  
shoe promotion,broad,23,3802,86.96,30.68,0.0,3
formal shoes,exact,128,1556,5,147.54,480.8,10
 soccer shoes ,broad,269,8291,3,635.96,1273.93,4
shoe reviews,exact,130,1628,561.28,472.57,2308.13,8
online shoes,phrase,103,1981,7,241.64,3432.58,7
shoe buying guide,broad,110,3640,2,209.3,290.35,3
 luxury shoes ,phrase,31,794,1,88.37,322.64,5
casual shoes,phrase,165,4438,16,429.61,4855.05,8
summer  sandals,broad,13,1330,0,9.19,0.0,4
training shoes,phrase,89,3162,6,220.09,2619.55,7
work shoes,phrase,154,3965,2,552.53,484.19,8
gym shoes,broad,244,7924,10,1053.91,1981.65,@5@
soccer shoes,broad,90,8442,5,109.43,2035.06,3
affordable shoes,broad,230,9768,11,946.9,2724.47,5
affordable shoes,phrase,83,-100,1,206.58,158.82,6
shoe outlet,broad,44,6158,4,134.27,1474.05,3
reebok nano,broad,319,9712,22,684.92,5255.44,5
shoe store,broad,13,1107,1,21.74,366.21,3
casual shoes,exact,69,767,1,207.02,137.07,10
nike air max,exact,216,1895,5,425.67,1951.97,8
climbing shoes,phrase,161,3656,10,600.36,1760.41,6
climbing shoes,broad,213,5654,20,158.82,9734.14,3
yoga shoes,broad,34,2183,0,116.62,0.0,4
puma running,broad,181,5181,8,483.35,1708.55,5
running shoes,phrase,55,1309,4,141.76,561.18,5
kids shoes,phrase,79,1163,7,248.67,1908.64,5
training shoes,exact,177,1200,13,817.57,2995.37,8
soccer shoes,exact,96,1768,7,425.32,2085.7,8
luxury shoes,phrase,272,,8,1251.37,3075.64,5
adidas ultraboost,phrase,79,1464,3,159.64,1342.28,6
brand shoes,exact,170,1394,4,622.41,866.5,7
winter boots,exact,10,206,0,19.89,0.0,10
luxury shoes,phrase,215,3155,12,778.0,4821.13,8
soccer  shoes,phrase,216,4604,10,237.72,2436.38,8
tennis shoes,phrase,62,1719,4,238.7,277.67,5
shoe discount,phrase,134,1752,8,154.37,666.15,8
shoe sizes,exact,159,1629,13,618.46,4650.89,9
shoe outlet,phrase,117,3594,2,60.97,156.21,6
shoe shop,broad,12,1099,0,36.35,0.0,4
summer sandals,exact,103,846,6,182.68,1263.97,8
converse all star,broad,30,3272,1,27.94,436.8,4
formal shoes,phrase,65,1847,3,194.6,401.47,5
affordable shoes,broad,65,3927,2,182.83,584.82,4
basketball shoes,phrase,170,2547,13,425.41,5164.97,7
hiking shoes,exact,109,1496,10,538.47,667.6,9
women sports shoes,phrase,199,3831,11,511.1,3929.65,6
reebok nano,broad,61,6751,5,213.67,2077.58,6
affordable shoes,exact,26,297,0,18.77,0.0,10
tennis shoes,exact,182,1240,4,109.31,691.05,10
discount shoes,exact,76,1013,3,284.39,1480.93,10
waterproof shoes,phrase,144,1942,12,570.76,3033.81,5
running shoes,exact,118,1155,11,75.2,838.57,0
leather shoes,phrase,127,3277,7,279.26,1972.11,8
tennis shoes,broad,111,4573,2,233.62,114.11,4
work shoes,exact,52,888,1,207.09,493.36,7
winter boots,phrase,105,1398,9,389.58,3689.81,8
shoe sale,broad,67,1787,6,328.59,763.1,6
men shoes,phrase,98,2078,8,197.38,1695.8,7
affordable shoes,broad,  25  ,2243,2,24.25,162.91,3
men shoes,phrase,185,3912,10,451.23,2393.7,99
SHOE STORE,exact,209,1974,13,986.24,2934.05,7
shoe colors,phrase,292,3882,25,404.57,11313.75,5
adidas ultraboost,exact,56,1047,3,55.7,391.69,8
online shoes,exact,13,157,0,64.72,0.0,8
shoe shop,exact,246,1891,19,969.59,1582.01,7
training shoes,broad,218,5821,18,187.8,5618.24,4
tennis shoes,broad,181,4885,10,246.01,3129.7,3
yoga shoes,broad,21,3150,1,82.04,411.89,5
puma running,exact,2736,1736,7,777.09,2897.48,9
hiking shoes,exact,179,1536,9,309.04,1965.95,8
shoe comparison,phrase,74,1805,2,208.92,553.15,6
gym shoes,exact,176,1365,14,122.5,5346.43,10
 trail running shoes ,phrase,167,4838,11,397.76,4028.58,5
training shoes,broad,135,6159,1,649.56,-71.26,3
affordable shoes,exact,73,827,4,88.39,1244.67,8
shoe shop,exact,68,481,0,152.72,0.0,10
casual shoes,broad,291,9679,14,1128.43,1942.64,4
shoe discount,broad,289,9609,3,1060.26,1124.02,3
shoe reviews,broad,262,6676,18,878.19,8406.04,6
shoe models,exact,50,142.43,3,240.82,404.76,10
luxury shoes,broad,98,3811,4,192.28,636.25,3
formal shoes,exact,135,-1862,2,407.27,485.21,9
puma running,phrase,94,2562,,412.84,2019.63,8
kids shoes,phrase,29,513,1,53.29,93.29,7
marathon  shoes,broad,10,1986,0,44.03,0.0,3
online shoes,phrase,56,1592,141.73,50.29,1482.65,8
crossfit shoes,exact,104,1025,1,419.46,441.75,9
casual shoes,phrase,102,1899,7,145.01,730.23,7
hiking shoes,broad,134,8687,2,259.5,920.82,6
marathon shoes,phrase,170,2434,,734.37,874.03,6
formal shoes,broad,310,9729,10,1309.72,1065.03,3
men shoes,broad,159,7240,6,288.05,2762.75,6
kids shoes,exact,52,742,4,249.54,1172.18,10
formal shoes,phrase,101,4284,5,244.63,1134.69,8
shoe reviews,broad,220,8276,"3,00",555.67,843.53,6
reebok nano,phrase,27,736,2,77.4,682.87,8
kids shoes,exact,73,911,6,124.28,347.04,10
shoe colors,phrase,104,1459,2,402.98,597.13,6
shoe sizes,broad,45,2147,4,203.94,1716.67,6
walking shoes,phrase,179,2482,8,270.18,1754.63,7
hiking shoes,phrase,52,1867,3,45.0,1199.92,8
shoe sale,broad,169,6853,16,284.17,5232.6,3
shoe colors,phrase,76,2355,2,226.68,248.06,5
shoe outlet,phrase,97,2853,8,238.39,603.18,7
shoe models,broad,54,7514,3,61.41,480.59,4
shoe outlet,broad,140,7085,5,552.02,1761.99,3
shoe sizes,exact,199,1422,14,778.77,2740.47,8
luxury shoes,phrase,96,3740,4,306.77,629.45,7
women sports shoes,phrase,286,4629,19,143.96,4045.09,8
puma running,exact,193,1397,9,391.2,1484.48,7
shoe sale,exact,39,329,2,144.75,163.92,8
adidas ultraboost,phrase,203,4041,15,733.69,4020.17,6
marathon shoes,phrase,24,833,1,44.75,405.47,7
yoga shoes,phrase,107,"4.667,00",6,517.21,2779.12,8
marathon shoes,phrase,351,4875,7,1218.38,2556.97,5
marathon shoes,broad,47,7295,4,113.79,764.3,6
brand shoes,broad,122,5634,7,371.1,2679.93,5
shoe colors,phrase,226,4309,22,1062.34,10014.1,6
leather shoes,broad,341,9558,11,1561.15,697.7,5
summer sandals,broad,241,6688,13,1117.61,3383.24,5
waterproof shoes,phrase,169,2448,8,248.3,1663.01,7
shoe outlet,phrase,128,1622,2,551.11,134.52,6
shoe brands,exact,33,241,2,162.33,843.53,8
shoe outlet,phrase,98,1569,7,474.72,2121.89,5
converse all star,exact,104,999999,7,143.21,624.18,7
nike air max,broad,42,2472,2,111.7,508.82,3
shoe ratings,exact,49,582,1,222.49,237.64,7
CASUAL SHOES,exact,42,369,3,94.07,1063.03,9
adidas ultraboost,exact,226,1565,14,169.07,2324.23,9
work shoes,broad,70,6796,1,136.27,171.79,4
running shoes,phrase,48,1309,-1,165.29,388.28,7
crossfit shoes,exact,10,146,0,46.56,0.0,8
basketball shoes,phrase,106,2418,1,377.7,398.39,-
narrow shoes,phrase,45,601,4,90.71,1553.61,6
shoe comparison,exact,100,1029,4,454.15,313.49,8
shoe clearance,broad,45,4327,1,151.6,251.38,6
summer sandals,broad,15,2089,0,13.7,0.0,6
wide fit shoes,phrase,143,3465,13,360.76,4448.67,6
shoe sale,phrase,226,2966,21,793.76,2708.59,8
shoe brands,broad,234,6319,"17,00",856.65,1063.17,6
running shoes,phrase,243,3810,13,378.48,3071.75,5
shoe store,broad,229,8760,4,293.86,1033.6,3
 leather shoes ,phrase,92,3447,9,203.13,3143.08,7
climbing  shoes,phrase,188,3268,NULL,407.45,3026.47,6
shoe discount,phrase,290,4923,22,298.82,9579.53,7
winter boots,phrase,115,1701,10,67.79,3004.34,6
trail running shoes,broad,1000000,4257,6,140.38,2151.4,5
wide fit shoes,broad,149,5776,2,388.41,675.32,3
shoe sale,broad,183,8437,7,283.37,2646.25,4
leather shoes,phrase,216,3614,14,190.22,3949.85,8
puma running,broad,"63,00",8663,5,120.28,1178.98,3
waterproof shoes,exact,219,1477,15,1028.83,2882.04,9
soccer shoes,phrase,162,2604,8,533.53,1524.94,6
shoe sale,exact,67,1045,5,110.09,1825.67,8
training shoes,phrase,228,4715,4,955.34,1084.46,5
yoga shoes,broad,15,1036,0,49.78,0.0,5
shoe sale,exact,99,1817,6,145.05,936.34,7
work shoes,broad,79,3066,6,220.67,2106.59,6
basketball shoes,exact,46,490,4,181.67,835.61,9
shoe comparison,broad,36,1081,1,58.98,326.03,5
discount shoes,phrase,166,3160,7,530.95,1271.76,8
shoe buying guide,broad,169,4863,11,584.29,5050.35,5
shoe store,phrase,208,2925,15,221.53,860.32,6
formal shoes,exact,60,573,5,258.5,2475.1,7
gym shoes,broad,48,3598,0,132.14,0.0,5
luxury shoes,phrase,21,588,1,48.22,310.9,6
basketball shoes,exact,18,156,0,51.81,0.0,10
shoe reviews,phrase,48,1433,2,164.38,957.73,6
training shoes,phrase,181,2347,3,651.34,696.68,5
hiking shoes,exact,-134,1647,9,358.79,4136.79,10
soccer shoes,phrase,284,4641,20,1065.54,2700.34,7
walking shoes,phrase,44,1177,4,206.06,907.59,8
vans sneakers,phrase,264,4977,5,924.93,2394.16,6
shoe store,phrase,84,3919,5,144.31,1970.54,7
wide fit shoes,phrase,260,3362,10,621.78,  742.41  ,6
gym shoes,broad,83,4374,4,279.46,611.31,5
shoe models,phrase,279,3671,14,413.9,2391.83,5
training shoes,broad,80,9254,2,308.48,394.05,3
work shoes,broad,189,4989,8,431.35,3878.44,3
converse all star,broad,52,1795,2,113.43,644.72,3
crossfit shoes,phrase,21,776,1,47.92,311.56,7
shoe store,phrase,63,2089,1,195.76,387.13,6
training shoes,broad,195,7974,1000000,547.07,2510.95,4
training shoes,phrase,194,2809,  4  ,940.68,1440.84,5
skechers memory foam,broad,129,8133,3,555.16,266.27,4
women sports shoes,phrase,108,1873,5,97.01,2409.94,7
work shoes,phrase,206,4413,8,177.74,3837.1,5
formal shoes,phrase,155,2573,  12  ,507.8,1033.22,5
shoe brands,broad,157,6580,15,578.94,7270.15,6
hiking shoes,broad,189,7378,6,524.72,691.2,3
formal shoes,phrase,131,2598,2,443.79,805.98,7
skechers memory foam,broad,84,5296,5,184.84,1174.97,3
nike air max,phrase,188,2650,6,279.42,2530.91,6
shoe promotion,exact,177,1573,5,116.88,765.3,9
shoe brands,broad,93,  5652  ,5,318.16,315.99,3
shoe buying guide,broad,99,6138,9,469.19,3215.18,3
 shoe sizes ,exact,62,601.47,3,101.03,315.34,8
shoe models,exact,163,1810,3,104.39,1220.87,9
trail running shoes,broad,286,8812,20,184.54,6398.62,5
nike air max,broad,109,4870,6,244.92,2480.54,3
shoe sizes,exact,5,103,-100,22.08,0.0,7
gym shoes,broad,193,5584,15,540.74,5939.13,3
adidas ultraboost,broad,  19  ,2753,0,12.9,0.0,6
brand shoes,exact,89,1094,6,222.54,2956.4,9
reebok nano,phrase,37,1102,3,30.03,596.46,5
nike air max,phrase,110,4303,9,202.77,4061.89,6
luxury shoes,broad,74,3133,5,366.44,1133.54,3
kids shoes,broad,158,9787,2,271.83,395.15,4
puma running,broad,163,7882,10,306.31,1860.99,6
shoe outlet,exact,51,365,4,243.69,1399.65,7
leather shoes,phrase,118,3370,7,347.08,2772.55,8
converse all star,broad,299,9036,8,600.09,2012.74,5
casual shoes,phrase,107,3127,9,361.08,518.69,6
soccer shoes,phrase,93,4513,1,168.67,306.54,5
nike air max,exact,107,1807,4,321.09,939.87,7
